order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD481135,ID1224854751,2019-01-29,Thompson,"[('Olivia x460', 1), ('Universe Note', 1), ('Lucent 330S', 1), ('Candle Inferno', 1)]",6335,57.11,-37.8132503,144.93976919999997,0,6392.11,Summer,False,0.6452,speakers barely work if you're looking for a small tablet it's ok but as a phone it's horrible.,False
ORD489521,ID4698484056,2019-06-30,Bakers,"[('iAssist Line', 1), ('Olivia x460', 1)]",3450,80.56,-37.8009307,145.005533,5,3358.06,Winter,True,1.3562,five stars is a good phone 4 the price,True
ORD049926,ID3832146342,2019-08-23,Bakers,"[('Alcon 10', 1), ('iAssist Line', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",24500,66.09,-37.8053194,145.0150414,5,23341.09,Winter,True,1.8183,two stars phone is lots of trouble and freezing,False
ORD380864,ID0294629223,2019-08-22,Nickolson,"[('pearTV', 1), ('iStream', 1), ('Universe Note', 2), ('Thunder line', 2)]",17720,60.76,-37.8171151,144.9700939,0,17780.76,Winter,False,0.1715,ok but not great speed a70 is way better good phone just not as fast as the a70 it's worth the extra to just gi with the 70,True
ORD032202,ID0587653339,2019-02-05,Nickolson,"[('iStream', 2), ('Olivia x460', 2), ('Candle Inferno', 1)]",3180,97.6,-37.825851,144.9579378,25,2482.6,Summer,True,1.302,great phone bought this for my roommate and no complaints actually liked this better than the universe 9+ i have! which is very comparable,True
ORD326848,ID6209516581,2019-09-09,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2), ('pearTV', 1)]",11530,67.9,-37.8027286,144.9665224,15,9868.4,Spring,False,1.7862,spartan technologies phone is advertised as a t-mobile phone. however the phone is not compatible with t-mobile at all. false advertising and a terrible seller.,False
ORD324704,ID3146808061,2019-11-12,Bakers,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270,62.19,-37.8116114,144.9839132,25,10014.69,Spring,False,1.0115,one star most horrible phone ever,False
ORD081394,ID0634783910,2019-03-25,Thompson,"[('Toshika 750', 1), ('pearTV', 1), ('iAssist Line', 2)]",15080,80.99,-37.8134727,144.9375948,10,13652.99,Autumn,True,0.8379,"keep up the great work huawei got yesterday, already loving it! keep up the great work huawei!",True
ORD066460,ID2020813864,2019-03-07,Thompson,"[('iAssist Line', 1), ('Alcon 10', 1)]",11175,66.52,-37.8107208,144.9586769,25,8447.77,Autumn,False,1.0437,so far so good phone looks great! delivered as expected thank you!,True
ORD298857,ID2602395448,2019-03-05,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2)]",13850,78.28,-37.8214592,144.9738626,15,11850.78,Autumn,True,0.4954,great phone this is my 5th olivia phone and i love the new features. i haven't figured out all of them but the ones i have used are great!,True
ORD425977,ID4638961335,2019-12-30,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2), ('Alcon 10', 1), ('Toshika 750', 1)]",18490,55.42,-37.8097389,144.9463419,15,15771.92,Summer,False,0.3328, ,False
ORD165994,ID3148693056,2019-09-17,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 1), ('Alcon 10', 1), ('iStream', 1)]",13410,76.81,-37.8118947,144.9724697,10,12145.81,Spring,False,0.7888,overall in very good condition with no obvious signs of previous use bought from dealfisher. phone included a charger. overall in very good condition with no obvious signs of previous use. battery works well and the phone functions as it should. would consider buying from them again.,True
ORD424265,ID0107156554,2019-01-06,Nickolson,"[('Alcon 10', 2), ('Thunder line', 2), ('Universe Note', 1), ('Candle Inferno', 2)]",26570,93.13,-37.8222313,144.9758609,15,22677.63,Summer,True,0.6868,solid phone super fast and really nice features. recommend this over olivia any day,True
ORD190794,ID0291211340,2019-12-10,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810,76.48,-37.8088956,144.9608977,0,9886.48,Summer,False,1.2868,yayy wonderful phone. great size and great picture. the seller's delivery was fast and in great shape.,True
ORD245968,ID4655129034,2019-10-03,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 1)]",2455,74.57,-37.8088665,144.94886090000003,25,1915.82,Spring,False,0.4521,works great purchased the phone for a relative who is in europe. shipped it off to her and she placed a sims card in it and works perfect. the phone arrived in its box with everything as stated by the shipper.,True
ORD208854,ID6167357857,2019-02-25,Nickolson,"[('Alcon 10', 1), ('pearTV', 2), ('Toshika 750', 1)]",25890,58.28,-37.81106,144.9727426,25,19475.78,Summer,False,0.8845,disappointed the camera is broken. when you go to take a picture in selfish mode weird colors cover the whole screen. i thought maybe that it wouldn't show up in the pictures but it does.,False
ORD338453,ID6167417928,2019-11-17,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2), ('Toshika 750', 2), ('pearTV', 2)]",41385,89.18,-37.8155614,144.95816340000005,10,37335.68,Spring,True,1.0273,scratch on the screen there is a long scratch on the screen. the seller did not mention it.,False
ORD070981,ID0331419020,2019-05-01,Bakers,"[('iAssist Line', 1), ('Alcon 10', 1), ('pearTV', 2)]",23795,68.17,-37.8246626,145.0012924,25,17914.42,Autumn,True,1.7174,"el telefono no carga más con su puerto primario usb c goldro se reinicio mi equipo de la nada, después del reinicio no volvió a trabajar, tuve que hacer un hard reset, después de un mes de ese error y de perder mis fotos e información, mi teléfono dejo de cargar, pésima construcción y materiales para un equipo tan caro",False
ORD251567,ID6167191715,2019-06-01,Thompson,"[('iStream', 2), ('Thunder line', 1), ('pearTV', 1)]",8790,64.18,-37.8191898,144.95418859999995,5,8414.68,Winter,False,0.9582,five stars thank you!,True
ORD208461,ID0575525071,2019-04-08,Nickolson,"[('pearTV', 1), ('iStream', 1), ('Candle Inferno', 2)]",7320,81.03,-37.8208086,144.9850873,10,6669.03,Autumn,True,1.3882,"five stars good service, good experience!",True
ORD208907,ID2569100353,2019-09-18,Bakers,"[('Alcon 10', 1), ('Universe Note', 2), ('Thunder line', 2)]",20210,83.03,-37.8232658,144.9937521,15,17261.53,Spring,False,1.4829,love better than expected. really good phone. the cameras ate really good and it runs well haven't had any issues with it so far. only complaint is that it charges slow but that could just be my charger.,True
ORD245249,ID1131986141,2019-01-20,Thompson,"[('Thunder line', 2), ('Olivia x460', 2), ('Alcon 10', 1)]",15760,68.76,-37.814907,144.94494269999996,15,13464.76,Summer,False,0.3111,great simple phone if you are looking for regular phone that's fairly durable this is great! especially if used in heavy case? yes i would recommend this phone,True
ORD329600,ID0847526574,2019-05-31,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",7675,65.43,-37.8235063,144.9675756,15,6589.18,Autumn,False,0.5736,great buy! excellent product. arrived in flawless condition and works well.,True
ORD415951,ID0571731180,2019-03-03,Thompson,"[('Alcon 10', 2), ('pearTV', 1), ('Thunder line', 1), ('Candle Inferno', 1)]",26820,83.11,-37.8242325,144.9438579,0,26903.11,Autumn,True,1.3174,perfect! looks brand new.,True
ORD459645,ID0591408006,2019-05-25,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 1)]",5680,64.97,-37.8215159,144.9611783,25,4324.97,Autumn,False,0.8048,"great camera. packaging was great great camera. packaging was great. phone was as described. bought it for my husband and so far, no complaint. feels new.",True
ORD078802,ID0356453318,2019-06-02,Bakers,"[('Thunder line', 2), ('iStream', 1)]",4510,75.83,-37.806349,144.9881407,25,3458.33,Winter,True,0.7442,this phone is amazing excellent,True
ORD019992,ID3212035134,2019-12-03,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 1)]",2655,52.71,-37.8090778,144.9490486,0,2707.71,Summer,False,0.4365,"dropped calls, dead spots on screen. had so many problems with this phone i spiked it to the ground like a football and bought a universe s9.",False
ORD065407,ID6167489480,2019-11-17,Nickolson,"[('iStream', 1), ('Olivia x460', 2)]",2600,102.08,-37.8169902,144.9617896,25,2052.08,Spring,True,0.7055,be careful excellent phone but it's not easy to hold safely and you have to catch it from the very thin frame if you don't want to put the screen at work. that feature make it slippery not recommended for big hands !,True
ORD107408,ID3937113704,2019-07-14,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('iAssist Line', 1)]",4315,78.01,-37.8104271,144.9641489,25,3314.26,Winter,True,1.0259,"received in perfect and new condition received in perfect and new condition. works great, replacing same model phone that we had for years. best model olivia made so far.",True
ORD018676,ID6167441037,2019-05-27,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130,64.55,-37.8102441,144.9614737,0,8194.55,Autumn,True,1.1699,"highly disappointed. when i got the phone it looked brand new, until i started using it and touched on the top right corner of the screen and a pink line appeared from top to bottom of the phone. highly disappointed.",False
ORD359344,ID6167236654,2019-06-11,Nickolson,"[('pearTV', 2), ('Thunder line', 1), ('Alcon 10', 1), ('Olivia x460', 1)]",24975,78.23,-37.8121507,144.96228469999997,25,18809.48,Winter,True,0.9607,great value son's first phone.,True
ORD246538,ID0493051200,2019-03-16,Bakers,"[('Universe Note', 2), ('Candle Inferno', 1), ('iAssist Line', 2), ('iStream', 2)]",12080,78.04,-37.8076532,144.9893385,15,10346.04,Autumn,True,0.5802,"great phone - and that's all i wanted! with just the basic features, the olivia does exactly what a phone is supposed to do - receives and send calls clearly, with enough volume, and inexpensively.",True
ORD255251,ID2096325814,2019-11-27,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",25230,66.23,-37.8006539,144.953847,25,18988.73,Spring,False,1.4648,really annoying. phone was not unlocked as described. really annoying.,False
ORD179671,ID2481930673,2019-06-03,Bakers,"[('iStream', 2), ('pearTV', 2), ('Universe Note', 2)]",19820,62.32,-37.8104531,145.0037593,5,18891.32,Winter,False,0.7517,gift husband will be thrilled,True
ORD381988,ID0846566057,2019-02-17,Nickolson,"[('iAssist Line', 2), ('Alcon 10', 2)]",22350,91.48,-37.823516,144.96805690000005,25,16853.98,Summer,True,0.5633,best bang for the buck!!!! one of the best phones out this year,True
ORD329822,ID1277988771,2019-12-25,Bakers,"[('iStream', 2), ('Olivia x460', 1), ('pearTV', 1), ('iAssist Line', 1)]",10060,77.37,-37.8124496,145.0110445,25,7622.37,Summer,False,1.4172,great phone love it,True
ORD183289,ID0598401524,2019-12-04,Nickolson,"[('iAssist Line', 2), ('pearTV', 1), ('iStream', 1), ('Alcon 10', 1)]",19860,71.37,-37.8141787,144.96392269999996,25,14966.37,Summer,False,0.6976,looks great works well so far. no dropped calls. easy to use. nice phone.,True
ORD176357,ID0847531131,2019-06-05,Nickolson,"[('pearTV', 2), ('Olivia x460', 2), ('Toshika 750', 1)]",19390,46.19,-37.8222097,144.9678411,25,14588.69,Winter,False,0.4296,it need to be what it supposed to be the phone is not unlocked i’m really disappointed,False
ORD166478,ID0385176510,2019-02-09,Bakers,"[('pearTV', 2), ('Thunder line', 2)]",16980,81.03,-37.798919700000006,144.9839018,5,16212.03,Summer,False,1.5853,four stars good,True
ORD291126,ID0248746956,2019-08-07,Bakers,"[('Universe Note', 1), ('Olivia x460', 2), ('Candle Inferno', 1), ('pearTV', 1)]",12640,64.09,-37.8178088,144.9923317,5,12072.09,Winter,False,0.9063,"great value for the cost - not as fast as a high end tablet, but certainly faster than i was expecting. clear viewing and easy navigation",True
ORD448180,ID2358053032,2019-05-10,Bakers,"[('Toshika 750', 2), ('pearTV', 2), ('Lucent 330S', 1), ('iAssist Line', 1)]",24715,80.23,-37.812075,144.98850869999995,15,21087.98,Autumn,True,0.635,fantastic this note 3 is fast and perfect for business use. i am using it to run credit cards remotely and customers love it.,True
ORD100942,ID3394653902,2019-04-03,Thompson,"[('Olivia x460', 2), ('Universe Note', 2), ('Candle Inferno', 1)]",9780,82.45,-37.8201205,144.9400868,15,8395.45,Autumn,True,1.0316,nice basic phone nice little phone if all you need is a basic phone. sound quality is good when receiving and making phone calls.,True
ORD200658,ID1132069641,2019-10-03,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1)]",9870,97.67,-37.81407760000001,144.9446245,5,9474.17,Spring,True,0.2658,three stars good game,True
ORD442739,ID0579485835,2019-01-25,Thompson,"[('Universe Note', 1), ('pearTV', 2), ('iStream', 1), ('Thunder line', 1)]",18400,87.94,-37.8154991,144.9499257,0,18487.94,Summer,True,0.4026,"i really like this product, as good as what i expected and i am very satisfied with this shopping experience! i really like this product, as good as what i expected and i am very satisfied with this shopping experience!",True
ORD403948,ID0298045607,2019-11-06,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1), ('Lucent 330S', 2)]",5070,100.83,-37.8241828,144.9632211,10,4663.83,Spring,True,0.8347,four stars i had a alcon but like the universe s7 more!!,True
ORD111011,ID2469584363,2019-01-16,Bakers,"[('Universe Note', 2), ('Lucent 330S', 1), ('Alcon 10', 1), ('Olivia x460', 1)]",18305,77.54,-37.7999614,144.9898983,25,13806.29,Summer,False,1.2115,five stars love it,True
ORD151198,ID2457712043,2019-07-09,Bakers,"[('Toshika 750', 1), ('iStream', 1), ('Lucent 330S', 2), ('Alcon 10', 2)]",24830,71.05,-37.8042287,144.9792419,0,24901.05,Winter,False,1.5459,the olivia universe s4 is great! the olivia universe s4 is all i thought it would be. it works fast! i would definitely recommend it to all my friends.,True
ORD487176,ID2383211223,2019-07-28,Nickolson,"[('Toshika 750', 1), ('iStream', 1)]",4470,62.0,-37.8135115,144.96559209999995,5,4308.5,Winter,True,0.6644,has a crack on the back camera and takes really blur photos i got the phone on time but my problem is the back camera area is chipped and even has a crack on it hence my photos are blurred.really disappointed,False
ORD372892,ID0591435159,2019-02-01,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('iAssist Line', 1)]",11575,66.85,-37.8176254,144.9694125,5,11063.1,Summer,False,0.1086,"phone quality is quite good. way too many adds, but love all of the features i have been able to conquer",True
ORD190742,ID1224854817,2019-02-11,Thompson,"[('pearTV', 1), ('iStream', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",8265,90.75,-37.8131243,144.9401031,15,7116.0,Summer,True,0.6146,"wife loves it. got this as a gift for my wife to replace her older lg phone. great screen and picture quality. great call quality. no issues with being a ""latin america"" version. set up was easy and data transfer from the old phone worked great.",True
ORD179803,ID1833117899,2019-03-09,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('Olivia x460', 2)]",16300,82.82,-37.803807,144.9604538,15,13937.82,Autumn,True,1.5362,very good rapport quality and price. i recommande it. good pictures,True
ORD426026,ID0703556746,2019-01-17,Thompson,"[('iAssist Line', 1), ('Universe Note', 2)]",9125,80.99,-37.8064999,144.9560899,10,8293.49,Summer,True,1.0496,i set up the thunder line and it worked for an hour and then died completely. do not buy refurbished!!!! i sent back for return the day after i received.,False
ORD332950,ID0844417606,2019-10-05,Thompson,"[('Alcon 10', 2), ('Universe Note', 2), ('Olivia x460', 2), ('Thunder line', 2)]",31610,100.96,-37.8201966,144.9462139,25,23808.46,Spring,True,0.8409,loving my xs accurate and quality product just love my new phone and love the delivery service super fast,True
ORD250550,ID6206995797,2019-05-06,Nickolson,"[('iAssist Line', 2), ('Toshika 750', 1)]",8770,70.12,-37.7993417,144.96712019999995,25,6647.62,Autumn,False,2.1539,"love love love it from note 3 lover nothing more to say about this phone but ""love it"". most expensive and valuable phone since i ever had the phones! hope olivia add some more s-view functions.",True
ORD127994,ID0709973352,2019-08-22,Thompson,"[('iStream', 1), ('iAssist Line', 2), ('Thunder line', 1), ('Olivia x460', 1)]",8005,63.2,-37.814922,144.93538940000005,0,8068.2,Winter,True,1.0572,one star i wasn't able to use it because it wasn't campatble with strain get talk.,False
ORD398827,ID0032218456,2019-02-13,Thompson,"[('Lucent 330S', 1), ('Universe Note', 2), ('Alcon 10', 2)]",26030,103.26,-37.7964758,144.9513026,0,26133.26,Summer,True,1.8411,"great phone!! dont debate you all!!! phone was brand new. cant beat this deal for a cent plus shipping! phone last all day for me i am a moderate internet user, semi heavy texter and light caller. excellent reception on verizons network(i work for them)",True
ORD056037,ID2272199918,2019-07-31,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820,48.99,-37.8129519,144.9634807,10,6186.99,Winter,False,0.8244,one star im in the process of returning it because it did not work properly.,False
ORD118049,ID1879180936,2019-11-28,Thompson,"[('Lucent 330S', 2), ('iStream', 1), ('Candle Inferno', 1)]",3040,110.0,-37.799533200000006,144.9600147,10,2846.0,Spring,True,1.8536,seller dropped the ball the phone is great i've owned it for a while but the seller gave me a phone that was locked to verizon when i have att. it was for my mother so it was a hassle to fix the issue.,True
ORD350550,ID0416817424,2019-01-13,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('iStream', 1)]",2235,62.62,-37.80947310000001,144.9784778,5,2185.87,Summer,False,1.2835,"compared to an equally inexpensive rca tablet, this one has more limitations in the apps you can get. i was disappointed in its utility and prefer the rca tablet over this one.",False
ORD249853,ID2384091374,2019-11-06,Nickolson,"[('iStream', 2), ('Thunder line', 2)]",4660,80.04,-37.8076593,144.97086930000003,25,3575.04,Spring,False,1.2228,"great phone and shipped fast! i ordered this phone on a friday and it came today ( monday!) extremely fast shipping. phone works perfectly, looks great no cracks or scratches on the screen!. takes pretty pictures. i am very happy with my purchase. thank you",True
ORD019302,ID2190566769,2019-07-10,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Lucent 330S', 2)]",7210,61.46,-37.8172446,144.9645721,5,6910.96,Winter,False,0.4629,slow the device freeze it's funcions for some seconds,True
ORD145913,ID0387152942,2019-03-13,Thompson,"[('pearTV', 2), ('Olivia x460', 2)]",15070,79.57,-37.8040695,144.9452196,0,15149.57,Autumn,True,0.9715,like that there are lots of apps to choose from. very user friendly,True
ORD481420,ID0492939882,2019-11-11,Bakers,"[('Olivia x460', 1), ('Toshika 750', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",14545,85.14,-37.7994026,145.0111035,15,12448.39,Spring,False,1.8274,included charger does not work in us the phone is really nice. i don't have any complains to the phone. however the charger included is for somewhere else. it does not fit in the power outlet in us. so i have to use my existing charger instead.,True
ORD418403,ID2555136925,2019-07-29,Thompson,"[('iAssist Line', 1), ('pearTV', 1)]",8535,67.32,-37.7992369,144.9504122,0,8602.32,Winter,True,1.5243,don’t risk it my phone was coming up as lost or stolen when i tried to get it activated,False
ORD187493,ID2189162942,2019-11-16,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2)]",13090,104.24,-37.8156586,144.9582475,5,12539.74,Spring,True,1.0377,overall good phone fingerprint not so good,True
ORD012106,ID0176699701,2019-12-13,Nickolson,"[('Toshika 750', 2), ('Universe Note', 1), ('Lucent 330S', 1), ('iAssist Line', 2)]",17770,94.83,-37.8113305,144.9629945,25,13422.33,Summer,True,0.9932,i love olivia! works great very happy with my purchase....,True
ORD288641,ID0576824415,2019-05-16,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('pearTV', 2), ('Olivia x460', 2)]",25250,81.3,-37.8198354,144.98091619999997,0,25331.3,Autumn,True,1.0089,perfect,True
ORD135255,ID3168663484,2019-01-28,Bakers,"[('Alcon 10', 1), ('Toshika 750', 1), ('Thunder line', 1)]",15450,74.18,-37.8114574,144.999985,5,14751.68,Summer,True,0.4485,defective battery the phone stopped working last week. i did a factory reset and still have issues with the battery draining in minutes.,False
ORD209845,ID0589533714,2019-11-01,Thompson,"[('iStream', 1), ('Lucent 330S', 2)]",2610,105.96,-37.8216889,144.95512319999995,0,2715.96,Spring,True,1.2284,five stars great phone and in great condition,True
ORD492516,ID0641028980,2019-03-03,Thompson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585,63.91,-37.8095471,144.9394966,5,6319.66,Autumn,False,0.7514,four stars love it,True
ORD089185,ID0233314855,2019-05-21,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1), ('iAssist Line', 1), ('Olivia x460', 2)]",24755,68.23,-37.8051976,144.9755485,15,21109.98,Autumn,False,1.5819,good phone one of the best phone comparing to any other android...simialar to alcon but only 1/2 price,True
ORD372411,ID1725216511,2019-11-03,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,109.29,-37.8026551,144.9651658,5,25322.29,Spring,True,1.8158,best xperia... yet! best xperia... yet! my fifth xperia and can't really think of owning a different brand.,True
ORD418170,ID0370752605,2019-06-23,Bakers,"[('Candle Inferno', 2), ('pearTV', 2)]",13480,77.84,-37.8130549,144.98637019999995,5,12883.84,Winter,True,0.8505,love this phone! has many great features!,True
ORD294664,ID0871096410,2019-02-02,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Olivia x460', 2)]",7200,100.74,-37.8019828,144.95963490000003,0,7300.74,Summer,True,1.6241,... he loves the phone but he can't get things like instagram and a few others besides that great phone ... got for my son he loves the phone but he can't get things like instagram and a few others besides that great phone 😀,True
ORD388521,ID0387153044,2019-05-14,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 2), ('Alcon 10', 1)]",14130,64.72,-37.8029355,144.94808559999996,10,12781.72,Autumn,True,1.0877,swiping had to be repeated several times sometimes to get the action to respond. returned.,False
ORD117482,ID6167440968,2019-06-07,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 2), ('iStream', 1)]",9510,75.83,-37.815294,144.963572,15,8159.33,Winter,True,0.6415,cheap phone for the verizon network activated easily on the verizon network - have bought multiple from this seller and all have worked out well for me. batteries not all there in holding a charge but i'm typically around a charger so doesn't bother me much!,True
ORD356069,ID0746917823,2019-12-01,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('Thunder line', 2)]",12485,96.16,-37.8245142,144.9827184,5,11956.91,Summer,True,1.3322,"great case exactly what i was looking for. good quality, great price, and fast shipping! very happy with purchase!",True
ORD405664,ID1833120507,2019-09-19,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('Thunder line', 2)]",9910,107.71,-37.79970460000001,144.9550666,15,8531.21,Spring,True,1.6059,"incredible phone. best phone i've ever had, it broke on me from overheating and i wish toshika made more phones like this (it was in a black backpack is extremely hot weather)",True
ORD438791,ID1449316603,2019-03-30,Bakers,"[('Thunder line', 1), ('iAssist Line', 1)]",4405,78.92,-37.8175782,144.9900592,10,4043.42,Autumn,True,0.9588,i purchased this tablet for my granddaughter and she just loves it...so much i have to take on the week days ...,True
ORD262498,ID2204643319,2019-10-29,Bakers,"[('pearTV', 1), ('iAssist Line', 1), ('iStream', 2), ('Universe Note', 2)]",15735,85.07,-37.7998105,144.9782045,0,15820.07,Spring,False,1.8784,good phone at a good price the olivia s7 is a great phone,True
ORD033066,ID0227508496,2019-04-11,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2)]",7760,81.9,-37.8096849,144.9593225,5,7453.9,Autumn,True,1.1278,love the phone very hd love it,True
ORD112605,ID5221302213,2019-10-12,Bakers,"[('pearTV', 2), ('Universe Note', 2), ('Candle Inferno', 1), ('Olivia x460', 2)]",22400,106.57,-37.8210266,144.9987388,0,22506.57,Spring,True,1.266,five stars great !,True
ORD462295,ID5402876145,2019-02-20,Nickolson,"[('Toshika 750', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",14550,72.63,-37.8194101,144.9772839,25,10985.13,Summer,False,0.686,five stars came charged and ready to go. really liking this phone!!,True
ORD288737,ID4307285740,2019-12-29,Bakers,"[('iAssist Line', 2), ('Thunder line', 2), ('Candle Inferno', 2)]",9670,99.68,-37.815810600000006,145.00995519999995,0,9769.68,Summer,True,1.4476,great deal on gold day,True
ORD000049,ID2069604227,2019-08-22,Bakers,"[('Toshika 750', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('Thunder line', 2)]",28805,67.92,-37.80238410000001,144.9811646,5,27432.67,Winter,False,1.4996,great tablet fast screen good size never gives me problem,True
ORD323402,ID1847879576,2019-05-01,Bakers,"[('pearTV', 1), ('iAssist Line', 2), ('iStream', 1)]",10910,68.38,-37.81275120000001,145.0131535,15,9341.88,Autumn,True,1.6057,not satisfied at all i got this phone three days ago and it dose not work if i make a call i can't hear anything but the person can hear me,False
ORD320832,ID3146808060,2019-02-26,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 2)]",4685,59.45,-37.8117309,144.9838923,10,4275.95,Summer,False,1.0158,when i see it in between other items it says ... when i see it in between other items it says 0.00 with contract but whwn i click on it its $599.99,False
ORD357732,ID0298045608,2019-08-05,Nickolson,"[('Olivia x460', 1), ('Thunder line', 1), ('Alcon 10', 1)]",12355,49.51,-37.8255027,144.9653719,25,9315.76,Winter,False,0.8522,"failed speaker i bought it delivered to miami, when i start to use it in argentina the speaker didn't work.",False
