order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD450290,ID0593991656,2019-10-18,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 2)]",7760.0,83.8,-37.8152976,144.9661142,10,7068.94,Spring,True,0.4755,the phone did not last 2 months. started having ... the phone did not last 2 months. started having battery problems after a month. required the phone to be restarted every-time a charger was plugged in. i purchased 2 xp 6 phones and had the same issue on both the devices. does anyone know how can i get my money back.,0.0
ORD255921,ID0746912635,2019-09-11,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2), ('iStream', 2)]",11390.0,82.78,-37.825772,144.9844382,15,9764.28,Spring,False,1.5336,quality case this case is good quality and holds my alcon with a protective case on it without any issues . the clip is durable as i frequently put it on and take it off .,1.0
ORD139045,ID4520380518,2019-01-28,Thompson,"[('Lucent 330S', 2), ('iStream', 2), ('Thunder line', 2), ('Olivia x460', 2)]",9570.0,73.68,-37.8116841,144.956303,15,8208.18,Summer,False,0.8195,"great phone. had the s10+, returned and got this. much better use for the price point. great phone.",1.0
ORD079701,ID1358380090,2019-07-19,Bakers,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Thunder line', 1), ('pearTV', 1)]",12175.0,69.29,-37.8248456,144.99062759999995,5,11635.54,Winter,False,1.7019,all is good all is good,1.0
ORD100433,ID0578120596,2019-12-21,Thompson,"[('Toshika 750', 2), ('Alcon 10', 1), ('Lucent 330S', 1)]",18820.0,78.7,-37.8250284,144.9452845,25,14193.7,Summer,False,1.3843,"dial in for a good deal this a great basic replacement phone for my mother, who did not want to be bound/enslaved to a two year contract.",1.0
ORD131669,ID0710034749,2019-04-22,Thompson,"[('iAssist Line', 1), ('Thunder line', 2), ('pearTV', 1)]",12895.0,65.24,-37.8148243,144.9376494,10,11670.77,Autumn,False,0.8623,super satisfied :) super happy with my purchase. no problems. works perfectly fine. i'm glad i got a note 9 for such a good price and already a dual sim. is just the best phone for me. battery life is amazing!,1.0
ORD293564,ID6167254952,2019-05-29,Nickolson,"[('Thunder line', 2), ('Toshika 750', 2)]",13000.0,76.09,-37.8167657,144.97009119999996,5,12426.09,Autumn,True,0.2091,lucentrola c168i it is just a basic phone and is an effective phone for people who do not need a lot of features. the size is good.,1.0
ORD445857,ID2383211199,2019-10-14,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Thunder line', 2)]",15580.0,77.82,-37.8095512,144.963753,5,14878.82,Spring,False,1.1285,four stars as described nice product,1.0
ORD007617,ID0575428924,2019-01-22,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1)]",5675.0,95.46,-37.8187066,144.98397240000003,10,5202.96,Summer,True,1.2682,four stars true to the offer,1.0
ORD215787,ID0576832872,2019-05-29,Bakers,"[('Olivia x460', 2), ('Universe Note', 1), ('iStream', 2), ('Alcon 10', 2)]",24100.0,65.93,-37.8174266,144.98780449999995,5,22960.93,Autumn,False,1.054,good reception. long standby battery life. good reception.,1.0
ORD312275,ID0371967864,2019-10-16,Nickolson,"[('iStream', 1), ('Lucent 330S', 1), ('Alcon 10', 1), ('Thunder line', 2)]",14690.0,81.16,-37.8070268,144.9709796,0,14771.16,Spring,False,1.2939,"five stars great phone, kid loves it! great price as well. recommended",1.0
ORD497768,ID0777753013,2019-07-22,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1)]",10865.0,77.54,-37.805968,144.95616030000005,0,10942.54,Winter,True,1.0938,worked for it's purpose it fit perfectly for my girlfriend - she was happy so i am happy!,1.0
ORD062233,ID0741702068,2019-03-20,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 1), ('Toshika 750', 2), ('Thunder line', 2)]",33125.0,64.37,-37.8152387,144.9753145,0,33189.37,Autumn,False,0.6297,great phone i liked this phone so much i bought one to replace the same phone,1.0
ORD050567,ID0576859255,2019-01-08,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2), ('Lucent 330S', 1)]",27770.0,66.19,-37.82457479999999,144.9884935,10,25059.19,Summer,False,1.7277,"too small too small, not what l expected in size",0.0
ORD049556,ID2672355459,2019-04-24,Bakers,"[('iStream', 1), ('Alcon 10', 2), ('Olivia x460', 2), ('pearTV', 2)]",33120.0,65.07,-37.7991393,144.9891178,5,31529.07,Autumn,True,1.3228,"beware used this phone for almost two weeks before it started giving me problems. it would have 90% battery then randomly turn off and indicate ""0% battery"". what a pain in the ass. and unfortunately, you can't replace the battery. i do like this phone, i hope they will send me a different one as i'm not opposed to trying again.",0.0
ORD241160,ID0767592589,2019-05-27,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 2), ('Lucent 330S', 1)]",23580.0,80.66,-37.8081194,144.9731848,10,21302.66,Autumn,True,1.2091,we love the inferno tv stick and will love it even more when we sever our cable connection when our service agreement expires.,1.0
ORD377297,ID0030942252,2019-01-07,Thompson,"[('iAssist Line', 1), ('iStream', 2), ('Thunder line', 2), ('pearTV', 2)]",19505.0,94.27,-37.805919,144.9392258,5,18624.02,Summer,True,1.0203,great value definitely a great value,1.0
ORD371831,ID0387153042,2019-09-11,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",9905.0,106.17,-37.80157379999999,144.9483325,25,7534.92,Spring,True,1.2405,awesome phone and awesome price awesome phone !!! although it’s a lite version the phone is amazing super nice pictures and easy to use. better than an alcon and olivia and cheaper price,1.0
ORD105979,ID6167413275,2019-07-04,Nickolson,"[('iStream', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",9680.0,66.6,-37.8153749,144.9596659,10,8778.6,Winter,False,0.9403,five stars works awesome,1.0
ORD219915,ID2209383485,2019-08-01,Thompson,"[('Olivia x460', 1), ('Thunder line', 1), ('Toshika 750', 1)]",7725.0,70.77,-37.7997486,144.9574922,10,7023.27,Winter,False,1.706,five stars heats up a bit but is still a very good phone.,1.0
ORD431498,ID1889485053,2019-07-24,Bakers,"[('Thunder line', 1), ('Alcon 10', 1), ('pearTV', 2)]",23750.0,88.14,-37.8158343,145.04645,0,23838.14,Winter,False,4.5509,nice good phone,1.0
ORD017604,ID2774592864,2019-09-01,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 1)]",5910.0,71.8,-37.8209795,144.9687295,15,5095.3,Spring,False,0.2751,so far so good so far it has been working great. very pleased with it,1.0
ORD366046,ID3142873405,2019-09-15,Thompson,"[('Alcon 10', 2), ('Thunder line', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",23400.0,81.44,-37.8252008,144.9462692,10,21141.44,Spring,False,1.3963,"five stars great job olivia. build quality is excellent, phone is blazing fast. i just love it !!",1.0
ORD015665,ID2189377522,2019-12-23,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2), ('Toshika 750', 1), ('iStream', 2)]",18470.0,83.25,-37.8082812,144.976622,0,18553.25,Summer,True,1.3057,no sirve no me agradó no tiene señal y no funciona bien.,0.0
ORD144222,ID3144992711,2019-03-31,Bakers,"[('Toshika 750', 1), ('iStream', 2), ('Olivia x460', 1)]",5845.0,80.11,-37.8139879,144.9897168,10,5340.61,Autumn,True,0.6578,"after we learned to use this (we are still learning), we are very pleased with thunder plus",1.0
ORD395951,ID4716795147,2019-12-18,Thompson,"[('Universe Note', 1), ('Olivia x460', 2)]",5900.0,92.83,-37.8188999,144.9527972,10,5402.83,Summer,True,0.8569,"good it is very convenient to buy in on digico. it goes with a at&t card, so i donot need to buy a card and can refill money directly on the internet.",1.0
ORD004483,ID0746912550,2019-09-08,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",15775.0,91.02,-37.825129,144.98281540000005,10,14288.52,Spring,True,1.3746,"not unlocked - only works with at&t network this is nor an unlocked cellphone. if you are not in us, dont buy this cellphone. only works with at&t network.",0.0
ORD370487,ID4973179165,2019-06-08,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Lucent 330S', 2)]",7120.0,69.14,-37.8051249,144.9614898,5,6833.14,Winter,False,1.5214,"universe s9 plus (renewed) looks like new! purchased this phone for my father's 84th birthday. he likes this phone a lot due the size of the screen and battery life. was very impressed the renewal of this phone, it shows no sign of scratches or problems with the display.",1.0
ORD497688,ID5002594981,2019-08-07,Thompson,"[('iStream', 2), ('Alcon 10', 2), ('pearTV', 1)]",24510.0,62.81,-37.8123099,144.9514126,25,18445.31,Winter,False,0.3841,"perfect delivery, exactly what was expected perfect delivery, exactly what was expected. it's just a pity it does not come with portuguese (br) as language option.",1.0
ORD466784,ID6167191746,2019-03-29,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1)]",2090.0,80.03,-37.8134398,144.9740272,5,2065.53,Autumn,True,0.6959,so far so good only issue i've had is the screen isn't always responsive but that's the only problem i've seen so far i'll update in a month. but i love this phone as of now! camera quality is amazing.,1.0
ORD340175,ID0176668193,2019-10-17,Nickolson,"[('iStream', 2), ('Alcon 10', 1), ('pearTV', 2), ('Thunder line', 1)]",24050.0,63.76,-37.812987,144.9649265,10,21708.76,Spring,False,0.745,it is faulty when the phone arrived excited to use it then boom it does not work! it is an unlocked phone they say but it really isn't. their customer service stinks and are no help. i want my money back!,0.0
ORD034959,ID0317369626,2019-03-16,Thompson,"[('pearTV', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",34970.0,64.89,-37.8067888,144.954574,15,29789.39,Autumn,False,0.9299,this price is very suitable for a junior high school student! this is a gift i bought for my niece. she loves it very much. she said that there has been no problem with the use.,1.0
ORD224633,ID0356089330,2019-10-19,Bakers,"[('Universe Note', 1), ('Alcon 10', 2)]",21350.0,101.84,-37.8176464,144.9959437,0,21451.84,Spring,True,0.8539,exactly as advertised. refurbished well. got exactly what i paid for/what was advertised. happy with my purchase. some people seem to be expecting a package fresh from the factory- which is not what is being sold here.,1.0
ORD072886,ID4157116166,2019-10-27,Bakers,"[('Olivia x460', 1), ('Universe Note', 2), ('pearTV', 1)]",14435.0,102.68,-37.8179899,144.9935827,25,10928.93,Spring,True,0.9016,"fantastic phone everything works great, nothing bad to say about this phone! i love it!",1.0
ORD304279,ID0277517044,2019-03-05,Thompson,"[('iStream', 1), ('Olivia x460', 2)]",2600.0,66.82,-37.8071876,144.9590913,25,2016.82,Autumn,True,1.221,seriously really? latin america software version? won’t work with any us carrier.,0.0
ORD259998,ID1224854728,2019-12-22,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('Lucent 330S', 1)]",10730.0,89.59,-37.813352,144.9402417,5,10283.09,Summer,True,0.6051,great phone great phone for the money.,1.0
ORD272751,ID5797734215,2019-06-17,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('Olivia x460', 2), ('Universe Note', 1)]",15400.0,61.88,-37.803466,144.9481039,25,11611.88,Winter,True,1.029,"cheap tablet for price, for a kid or an older person that might not know how to use it.",0.0
ORD473870,ID0361770537,2019-10-24,Bakers,"[('Olivia x460', 1), ('Thunder line', 1), ('pearTV', 1), ('Toshika 750', 1)]",14035.0,67.4,-37.8004343,144.9804266,25,10593.65,Spring,False,1.6818,the phone was broken on arrival. will send it ... the phone was broken on arrival. will send it back when i get the time. the glass was broken and the phone never connected. but it is coming soon. james,0.0
ORD332687,ID0746912549,2019-01-03,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1)]",6780.0,63.99,-37.82516500000001,144.9827752,5,6504.99,Summer,False,1.3737,quality of what you expect from something from the dollar store freezes and lags constantly. i returned it for another and it has the same issue. the more you keep it the worse it gets.,0.0
ORD337249,ID4353912827,2019-05-04,Bakers,"[('Candle Inferno', 2), ('pearTV', 1)]",7170.0,84.64,-37.8248177,145.01295349999995,25,5462.14,Autumn,True,2.2695,"given as a gift to my wife, to compliment my thunder.  she loves it.",1.0
ORD333989,ID6231506318,2019-08-08,Nickolson,"[('iStream', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",9680.0,73.61,-37.824267600000006,144.970044,15,8301.61,Winter,True,0.6329,"i love this phone good and nice phone, i love it!",1.0
ORD218343,ID0224761654,2019-10-09,Bakers,"[('iAssist Line', 1), ('Thunder line', 1), ('Toshika 750', 2)]",13045.0,97.59,-37.8051531,144.9940216,25,9881.34,Spring,True,0.5495,five stars excellent product,1.0
ORD413419,ID1879206768,2019-04-26,Thompson,"[('Candle Inferno', 2), ('iStream', 1)]",1010.0,84.36,-37.8002462,144.96072080000005,10,993.36,Autumn,True,1.8317,"three stars i like the phone, but is it normal to have to charge the battery everyday?",1.0
ORD058066,ID0122740509,2019-09-10,Thompson,"[('Alcon 10', 2), ('Olivia x460', 2), ('Universe Note', 1)]",23800.0,108.52,-37.8263042,144.95178710000005,0,23908.52,Spring,True,1.5731,"love it, kinda wish i would have waited for ... love it, kinda wish i would have waited for the windows 10 phones to come out. but i was too impatient. this will still be a great phone for windows 10.",1.0
ORD139322,ID5563404259,2019-09-20,Bakers,"[('pearTV', 2), ('iStream', 2)]",12920.0,81.58,-37.8165343,145.0089471,10,11709.58,Spring,False,1.4087,"the camera is verry good fantastic camera, fast processor and nice design",1.0
ORD131777,ID0248746940,2019-06-20,Bakers,"[('Universe Note', 2), ('iStream', 1)]",7050.0,68.09,-37.8232999,144.99315719999996,0,7118.09,Winter,False,1.4921,"great buy fast, only slow when you have to many thing open, no fingerprint reader!",1.0
ORD365017,ID0529205569,2019-07-03,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('iStream', 2), ('iAssist Line', 1)]",8075.0,80.98,-37.8235601,144.9356707,5,7752.23,Winter,True,1.5727,"great phone, lots of memory. great phone. i had had a universe 3 express that boasted of lots of memory but would fill up with bloatware after just a month of use. this phone has all the positives of the that phone but really does have lots of memory for games, music, photos, etc.",1.0
ORD151472,ID0774499329,2019-08-22,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Universe Note', 1)]",8995.0,79.24,-37.8095139,144.9577448,15,7724.99,Winter,True,1.0026,olivia galaxzy 4 had to return orginal phone due to dropping of calls. so far so good with second phone. don't like the fact that the 30 day warranty applies only to the original phone; does not start after delivery of replacement phone.,1.0
ORD024635,ID4520380536,2019-11-28,Nickolson,"[('Olivia x460', 1), ('Thunder line', 1)]",3405.0,75.02,-37.8166259,144.9586935,15,2969.27,Spring,False,0.9796,good product satisfied,1.0
ORD423451,ID0355818813,2019-08-01,Bakers,"[('Thunder line', 1), ('iStream', 2), ('Universe Note', 2), ('iAssist Line', 2)]",13830.0,47.38,-37.8073806,144.9981959,15,11802.88,Winter,False,0.3908,deceitful advertisement!! i ordered a the 6gb ram (as advertised). i received a 4gb ram. this had never happened on digico. disappointed.,0.0
ORD368548,ID0767583050,2019-11-13,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 2)]",5310.0,105.98,-37.8083862,144.97173869999995,5,5150.48,Spring,True,1.1526,great phone as advertised in good condition but after a week a purple line appeared down the right hand side of the phone unfortinately after checking online its a defect in some of the s7s screens,1.0
ORD461019,ID4460254039,2019-11-19,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Olivia x460', 2), ('Thunder line', 1)]",7285.0,82.87,-37.7996437,144.95499019999997,5,7003.67,Spring,False,1.6091,great digico customer service and great phone love it had ... great digico customer service and great phone love it had a problem with it digico solved it right away now i'm very satisfied with what i have especially the s8plus screen,1.0
ORD181334,ID1725216788,2019-01-16,Thompson,"[('Olivia x460', 1), ('Universe Note', 2)]",8125.0,99.8,-37.8051471,144.9600534,10,7412.3,Summer,True,1.4163,très bon article good product,1.0
ORD458238,ID0579485808,2019-01-24,Thompson,"[('pearTV', 2), ('Thunder line', 2)]",16980.0,87.81,-37.8151724,144.9495867,5,16218.81,Summer,True,0.3556,"five stars great phone, love it",1.0
ORD446833,ID0767730103,2019-01-26,Nickolson,"[('pearTV', 1), ('Alcon 10', 2), ('Candle Inferno', 2), ('Lucent 330S', 1)]",26300.0,99.76,-37.8045761,144.9705632,5,25084.76,Summer,True,1.5631,love it. i have a lucent g and got ... love it. i have a lucent g and got this for my mom. it's bigger and better. only downside is that the power button is super sensitive so it keeps turning on in her pocket.,1.0
ORD412009,ID0257503156,2019-08-11,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Alcon 10', 2)]",23445.0,70.65,-37.7996623,144.9622425,0,23515.65,Winter,False,1.9694,"very satisfied..!!! best digico purchase ever.! 👌 ok, so they ""say"" it's refurbished, but i truly think this one i bought for my hubby was brand new (still on japan time) from olivia & nothing in the box was generic, it was all olivia.! great purchase, & it came the same day i bought it.!!!",1.0
ORD118076,ID3106294940,2019-05-08,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1), ('Thunder line', 2)]",24485.0,83.39,-37.8062405,144.93197980000005,0,24568.39,Autumn,True,1.5079,"good phone i like my new phone. it just what i was looking for. the good pictures, videos",1.0
ORD489004,ID0356126466,2019-10-06,Bakers,"[('pearTV', 1), ('Universe Note', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",33570.0,79.19,-37.8191958,144.9875564,15,28613.69,Spring,False,1.2265,five stars ok,1.0
ORD134410,ID6167230988,2019-06-29,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Toshika 750', 2)]",20050.0,67.13,-37.8190109,144.9543045,5,19114.63,Winter,False,0.95,amazing phone love this phone best on the market by far,1.0
ORD038734,ID0634783576,2019-02-02,Thompson,"[('Olivia x460', 1), ('Universe Note', 1)]",4675.0,79.34,-37.8124005,144.93669219999995,5,4520.59,Summer,True,0.9131,"i will not recommend this one, do slow and i ended up returning this product",0.0
ORD216651,ID0589700520,2019-01-13,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 2)]",11100.0,95.72,-37.821308,144.9542643,25,8420.72,Summer,True,1.1508,great buy! i love my alcon 7 plus! it seems brand new!,1.0
ORD331673,ID0250933566,2019-11-10,Bakers,"[('iStream', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",3470.0,85.98,-37.82633060000001,145.00390259999998,0,3555.98,Spring,False,1.9717,quality phone @ an affordable price great value for money.,1.0
ORD112841,ID0441587780,2019-10-19,Thompson,"[('Universe Note', 2), ('Olivia x460', 2)]",9350.0,77.74,-37.8146256,144.9382538,0,9427.74,Spring,False,0.8051,great product for decent price everything worked perfectly. no scratches or damage. successfully activated on verizon.,1.0
ORD154604,ID0253027643,2019-09-10,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('iStream', 2), ('Universe Note', 1)]",7430.0,79.16,-37.8245451,144.9469959,15,6394.66,Spring,False,1.3216,five stars love it! it's so nice to have a smart phone again and i'm glad it's still prepaid!,1.0
ORD400895,ID3146808081,2019-10-03,Bakers,"[('iAssist Line', 1), ('iStream', 2)]",2525.0,100.09,-37.81250470000001,144.9884447,0,2623.05,Spring,True,0.659,five stars excellent phone with awesome camera. phone is fast unless memory is full.,1.0
ORD029325,ID4416171557,2019-02-03,Thompson,"[('pearTV', 1), ('Alcon 10', 1), ('iAssist Line', 1), ('Universe Note', 1)]",20935.0,93.09,-37.8054831,144.9498234,15,17887.84,Summer,True,0.8362,nice deal on alcon x looks like new and was easy to set up and get ready to use with apps and phone service my cell carrier had no problems adding it to my account,1.0
ORD447180,ID0711327759,2019-05-09,Thompson,"[('Alcon 10', 1), ('Thunder line', 2)]",13310.0,65.16,-37.8073009,144.95781719999997,5,12709.66,Autumn,True,1.1186,not working after 2 months stopped working after 2 months.,0.0
ORD362348,ID6167357867,2019-07-29,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Thunder line', 2), ('Lucent 330S', 2)]",13720.0,75.29,-37.81343620000001,144.97382140000005,5,13109.29,Winter,True,0.6862,five stars nice phone,1.0
ORD215773,ID0774501421,2019-04-01,Thompson,"[('Toshika 750', 1), ('Universe Note', 1)]",7770.0,79.53,-37.8088445,144.9578004,25,5907.03,Autumn,True,1.0356,had this as a second phone. this is a nice second phone. its pretty fast as far as apps are concerned. the phone works fine with t-mobile. i had no problems for about 1.5 years of use.,1.0
ORD307858,ID5301568556,2019-01-21,Thompson,"[('Thunder line', 1), ('Alcon 10', 2)]",20080.0,93.12,-37.8085801,144.9408138,5,19169.12,Summer,True,0.7143,excellent great!!!!,1.0
ORD346564,ID2442297410,2019-12-24,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('iStream', 2), ('Thunder line', 1)]",4935.0,75.92,-37.8176014,144.9515374,25,3777.17,Summer,True,0.6748,broken broken glass on the corner up,0.0
ORD010227,ID3279505240,2019-10-21,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125.0,59.85,-37.820425,144.9766646,10,18172.35,Spring,False,0.6579,no battery life. i bought the phone for my wife. she says that it will not keep a charge longer than two hours. she fully charges it in the morning and with two hours it is completely dead.,0.0
ORD369619,ID4283908120,2019-05-13,Nickolson,"[('iAssist Line', 2), ('iStream', 2)]",4750.0,79.98,-37.8083157,144.9768343,0,4829.98,Autumn,True,1.3113,"great phone, bad charger guys, this is a good phone. in 2019 and still being supported with the latest android updates for one year more. the bad side is that the generic usb c charger is too slow. i recommend invest in another charger made by google like a nexus or previous pixels",1.0
ORD240900,ID4120677316,2019-12-24,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2)]",18330.0,94.13,-37.8099666,144.9645969,15,15674.63,Summer,True,1.0547,wonderful product.  love alexia,1.0
ORD301016,ID6167344514,2019-03-15,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('iAssist Line', 2)]",23970.0,79.43,-37.8098086,144.96688989999996,15,20453.93,Autumn,True,1.0057,three stars i like the phone but the top speaker did not work at all.,1.0
ORD304276,ID0443299469,2019-11-24,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Universe Note', 2), ('iStream', 2)]",9655.0,99.0,-37.8110588,145.0010268,15,8306.34,Spring,True,0.5232,"absolutely love the phone absolutely love the phone, but the charger that was sent to me was not the charger that actually came with the phone originally. i got a charger that works but isn't the cord that goes with this phone and does the fast charge.",1.0
ORD499258,ID0643991286,2019-06-10,Bakers,"[('Olivia x460', 1), ('Universe Note', 1), ('Thunder line', 2)]",9035.0,69.15,-37.8244864,144.9886142,0,9104.15,Winter,False,1.7148,good cookie but lack of chips ! (°♢°) it's a nice looking phone and the videos are lovely looking plus it's very durable. but i do wish the phone had more storage space.,1.0
ORD439224,ID3144850722,2019-03-27,Bakers,"[('Toshika 750', 1), ('Universe Note', 2), ('pearTV', 2), ('Thunder line', 1)]",26020.0,81.26,-37.8150465,144.9834342,15,22198.26,Autumn,True,1.1801,five stars like brand new,1.0
ORD098903,ID5797758274,2019-07-04,Thompson,"[('Thunder line', 1), ('iAssist Line', 2), ('Lucent 330S', 1)]",7860.0,60.95,-37.8068766,144.9449831,0,7920.95,Winter,True,0.6708,"this phone breaks to easily, this is my second same phone in less ... this phone breaks to easily, this is my second same phone in less than a year that both dropped on a carpet and broke at the same place of screen breakeage. even with so call screen protector it still crack the screen. personally i do believe their is a defects in manufacturing.",0.0
ORD141829,ID3148693045,2019-10-30,Nickolson,"[('iAssist Line', 1), ('pearTV', 2), ('Alcon 10', 2), ('iStream', 1)]",32895.0,102.36,-37.8082778,144.97469980000002,0,32997.36,Spring,True,1.2345,premium minus an nfc chip this feels like a flagship phone. the 720 screen has not been an issue. android one is perfect for my needs. the battery lasts all day!,1.0
ORD386852,ID1905004303,2019-01-14,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1)]",4680.0,88.04,-37.8197216,144.96816850000005,5,4534.04,Summer,True,0.1747,it is s great tool helping with information.,1.0
ORD326890,ID0247010197,2019-12-28,Nickolson,"[('Thunder line', 2), ('Universe Note', 2), ('Lucent 330S', 1), ('Toshika 750', 2)]",21130.0,95.4,-37.8091677,144.96857,15,18055.9,Summer,True,1.053,better and cheaper than alcon 6 so far so good from march 2019,1.0
ORD201403,ID5301568584,2019-01-08,Thompson,"[('Universe Note', 2), ('iStream', 1), ('Toshika 750', 2)]",15690.0,72.6,-37.80874220000001,144.9422614,25,11840.1,Summer,False,0.6085,four stars solid basic phone - saves me a doodooload of money over smartphone.,1.0
ORD193677,ID2384097338,2019-01-01,Thompson,"[('pearTV', 1), ('Toshika 750', 1)]",10630.0,67.99,-37.7988727,144.95796289999996,0,10697.99,Summer,False,1.8105,i would not recommend this to anyone. it won't load istream or if it does on rare occasion it won't run the program all the way thru. it tells you the we are unable to process this title at this time. try again later.  it is not the istream site cause i can stream it just fine on my computer.  its the infernostick. very disappointing.,0.0
